Id,SalePrice
2658,3.541003755202138e+18
2718,-1.2057916324128067e+17
2414,-1.5337597236757281e+18
1989,4.711729690084264e+18
625,6.066301746056395e+18
333,-3.929775039962526e+17
1327,4.987872173687882e+18
858,2.3170774640424796e+18
95,-6.110281062058118e+17
1568,-2.4992032032408443e+18
2482,3.5539515481095046e+17
1364,2.6624234747644758e+17
2584,7.076191225931401e+18
818,-1.7539195978966275e+18
2673,-6.465390971409307e+17
2089,7.64325158227506e+17
1297,4.1468679917039206e+18
790,3.2202649529727724e+18
2616,5.134423651484875e+18
720,3.7382339964250276e+18
222,-4.843426312951898e+18
557,6.569606417060248e+17
1148,-7.816749080061058e+18
2766,-2.622186368059522e+18
534,8.012734961771914e+16
1452,2.955030479258159e+18
630,6.308562951500311e+18
2648,2.8997104069968507e+18
125,7.461187406938122e+18
1904,1.354386571648868e+18
1670,7.972159427610364e+18
756,-1.451860592592931e+18
717,1.520626368694413e+18
1032,-9.793620323190181e+17
852,9.957316710743694e+17
1731,-1.353681357769374e+18
2639,4.2665194983208796e+18
2071,3.7138694147649517e+17
1267,6.902551249061825e+18
1851,-5.1931512838012026e+17
567,-2.7783317651551965e+17
2439,-1.9725829036481006e+18
1898,6.981223983094274e+18
647,4.4361581579161825e+18
2256,-2.220965647879865e+18
979,-6.970463526653085e+17
1444,1.5000720713989036e+18
2485,7.947402729827398e+17
157,4.837977744368146e+18
88,4.9300687712262125e+17
2003,4.2296005851182694e+18
186,2.623446754348665e+18
1425,1.6836407762220992e+18
2695,-5.720691182864089e+17
738,9.925161048486998e+16
395,3.3154657956027617e+18
1353,-7.54925898415226e+17
1878,3.48138258922325e+18
390,-9.0817330276535e+17
1456,8.810598717024644e+17
1103,-3.8848983671437353e+18
1387,4.1824681374667245e+17
2070,-6.614369166735411e+18
1199,-1.4577355583235474e+18
2479,-3.01119903246414e+17
501,-1.7325579658898686e+19
2362,7.897266173781379e+18
1718,-2.1620664254039544e+18
2188,2.510104510455293e+18
1483,2.905066637351084e+18
2557,1.0930160131685375e+18
437,-4.641153640815321e+18
2224,-1.3391053933446758e+19
1628,-1.6112939220995238e+18
397,7.604679600803478e+18
587,-1.8026587066351004e+18
971,-1.5852685105549366e+18
2611,6.519627725561997e+18
1887,7.419967236599757e+18
2399,-3.106526218453298e+18
2148,1.9196987265831995e+18
304,-4.0689373141142496e+17
1997,4.722693473974477e+18
2817,-2.3148680804151517e+17
1431,-3.092349528793745e+18
427,-3.2886781384880456e+18
263,2.9105472654204355e+18
598,-1.310341676788814e+18
2895,-2.5492750049087386e+18
687,5.167550994030627e+18
1822,9.903409147633478e+17
2191,2.756922761124019e+18
179,5.002324103077491e+18
1009,-2.3907168258078853e+18
2010,-1.601067060455395e+17
1991,2.3848200255252664e+18
1411,1.563897472850328e+17
1721,-2.4166322894708756e+18
1144,-2.281431518035519e+17
593,-1.574159233741211e+18
575,-6.061174488519786e+18
1249,5.817184089995733e+18
1604,8.565058459102074e+17
1064,-5.24863179082837e+18
1923,7.092622749659318e+18
1988,5.207146689343353e+18
2325,-1.6542182167016758e+18
114,-2.5727143065013873e+18
2700,-5.809296977741484e+17
217,-2.3790218159978576e+17
343,6.809221096777153e+18
386,-1.0151255935288925e+18
2005,3.603773004826958e+18
2908,5.077352863742032e+17
1814,-2.8045656892027408e+17
2446,-6.074904382407586e+18
208,3.572317129180973e+18
1679,-1.0445076485316737e+18
822,1.0214803556990504e+18
6,-1.802350871279776e+18
1781,-1.5395594085064522e+18
2397,-2.8881872570145516e+18
2340,-3.1184192928853596e+18
1618,-1.594424413899889e+18
2843,-4.678668515745638e+18
1061,-3.7192876432176374e+18
2786,2.9621623983338394e+18
1935,7.591334006180661e+18
1341,6.6663062793810776e+16
521,-6.809911807115142e+17
2136,2.644425061687173e+18
996,-1.9174267165931052e+18
227,-3.225642077563859e+18
135,7.342403001857587e+18
1167,-3.059681059875842e+17
294,-5.050411206311289e+18
1776,-6.098709169294358e+17
540,4.827894108614572e+17
1717,-2.1230786011807142e+18
2303,1.0897248954210108e+18
116,-1.441615969110437e+18
127,-1.896910953168968e+18
1371,-6.817917362405956e+17
1014,-1.94053380876918e+18
1507,2.6204501636300605e+18
702,3.9663023745499914e+18
750,3.690803300920359e+18
261,2.1662060941978724e+18
1559,5.475979651774385e+17
577,-3.6680100798285957e+18
2812,1.6413584941520832e+18
2080,2.4223949767833876e+18
1368,4.577608109095045e+18
2376,7.335160122566253e+18
659,5.222113872783165e+18
1235,7.431386264388086e+18
332,-1.059989635667962e+17
1917,6.29406097599378e+18
2094,-7.455558277786278e+18
1460,1.8529338699231626e+17
1471,1.6143043886814042e+18
1509,3.113978578498645e+18
1922,3.431056843415812e+18
433,-4.810614777107766e+18
460,-2.1533100130814395e+18
1116,-6.34654948345721e+17
1137,3.592144949390129e+17
53,-2.0607384805945981e+18
2354,-2.1325268717038308e+18
1475,1.9497888912957745e+18
842,2.458378869220868e+18
