Id,SalePrice
2658,206504428.7610214
2718,233964810.91095877
2414,229773752.15472284
1989,151114485.034049
625,199580597.96974713
333,113023645.29151374
1327,156286559.85931885
858,182605974.23138177
95,154843857.12398875
1568,191432811.0448982
2482,163289760.79765016
1364,149744522.23392767
2584,196395908.30516282
818,260740159.67237285
2673,212992121.27694416
2089,153758256.83434325
1297,196237907.20243657
790,169768717.4326164
2616,225182904.10894063
720,252707827.04036015
222,164631087.24472168
557,153936638.10277182
1148,201489362.90508577
2766,238178584.6343302
534,181399094.05118918
1452,139783978.5523625
630,212738389.70162895
2648,187703790.91897988
125,168692301.98868197
1904,90603696.43784627
1670,138209664.85752615
756,142690049.76216975
717,270367147.6022298
1032,188839865.93602076
852,211546540.04127643
1731,198154276.6595398
2639,175002071.41872934
2071,133461798.34542279
1267,132978451.03239857
1851,173949146.14820218
567,131131283.86690609
2439,216080476.7668197
1898,170143909.38005567
647,220742039.01676896
2256,173060050.9496724
979,120184660.6880912
1444,215976569.7733356
2485,149273348.66583344
157,139255928.6824062
88,163117369.1898781
2003,173626641.44428486
186,213398503.16293648
1425,208046914.64568573
2695,158826159.25092784
738,137967329.93634692
395,160880777.57631856
1353,206461004.13630491
1878,184277740.4371275
390,192671478.22118008
1456,220040446.4472084
1103,267040634.32610545
1387,208950359.27554378
2070,201713624.13679188
1199,222203255.8290901
2479,175208233.88872367
501,257108083.8623012
2362,144983873.90393642
1718,159386101.73742005
2188,111440856.28550147
1483,123536585.04377516
2557,112349487.81796086
437,356081425.6510846
2224,309384312.61211956
1628,179834412.217754
397,165674460.27223015
587,273421938.54190946
971,256494764.1985623
2611,180416399.72478434
1887,122998424.34458017
2399,266315242.5415301
2148,190251297.23571357
304,161181368.02857032
1997,137951348.59883806
2817,170081383.86360943
1431,215763435.2147946
427,263953809.7278665
263,145968578.33132443
598,236651879.35206413
2895,255903558.9264476
687,170461331.32839945
1822,155780655.26191404
2191,180528787.9281419
179,156459414.09157524
1009,157750343.6100007
2010,150329529.2609236
1991,192298099.20281422
1411,211397743.8077775
1721,173502046.9565865
1144,192187837.8732303
593,193369969.74180403
575,261927259.0146794
1249,231615621.5531719
1604,144726742.06731838
1064,320340043.1507903
1923,201184736.74924293
1988,113551590.06999171
2325,172662219.72365555
114,280537623.9719303
2700,239509397.27780005
217,241746720.7002979
343,209564602.3664267
386,199583226.8765695
2005,171599666.69014677
2908,215870336.69904977
1814,252938778.69730958
2446,497525511.2592731
208,181719355.88736266
1679,120936644.0022039
822,238701554.39156407
6,204391586.99773234
1781,267376220.0023194
2397,223352321.30552492
2340,218548721.98827246
1618,209233633.36942926
2843,190081613.66401455
1061,273067694.63429976
2786,151024332.11434945
1935,163218623.06868783
1341,138512527.89958236
521,224222967.30000675
2136,160946399.0691931
996,200458825.44331893
227,194512924.120942
135,192862992.80386972
1167,145728169.44442326
294,246538583.5758514
1776,191275758.4249917
540,194619464.69247013
1717,157705595.07703647
2303,163537133.1878869
116,196082824.3205865
127,173495505.93732893
1371,185708211.96466368
1014,334096432.0671013
1507,137140057.69107106
702,201332967.12843627
750,196066297.2451039
261,188971522.18064997
1559,140110419.5234115
577,258425113.07471612
2812,206455127.7219274
2080,203048644.53400618
1368,145960225.60830522
2376,148759600.6764863
659,143652488.22009528
1235,164593038.35756546
332,109505996.15438749
1917,158846200.04862705
2094,247841856.27589524
1460,228672448.58683312
1471,231202033.62667868
1509,182634955.7581205
1922,168598665.44187242
433,341191355.30486095
460,180059804.49981773
1116,210047894.90268397
1137,204799122.01014283
53,137672578.98387918
2354,237698870.67176762
1475,196760606.6604302
842,160165132.27024576
2739,229080465.87488666
2509,116205798.32396787
1007,211446970.32707408
2610,203585364.80115297
1952,110164520.23607631
2719,228571088.1538064
2921,107170362.95479786
1966,175211532.70264304
292,197481067.81709594
1204,218470606.79278034
1829,280796948.7436722
2419,177260234.00882488
391,187499786.52508792
798,164198149.89649037
481,188461274.9902008
193,217389224.22875172
555,164338321.90668994
899,138577873.24628082
2357,197777309.64884895
328,125267514.90136637
1356,155824124.8815344
1154,135936789.86272642
1730,186459563.490095
2249,148237869.63502586
1119,215570797.8856426
2856,192072652.1339002
1394,208395096.72942623
2587,141890303.7117001
61,307570730.86617994
2661,204846105.55887115
2711,160993122.30099332
1147,198794573.02265677
757,150611257.8214692
2623,121838441.27669442
2378,134793672.16444114
1413,170126755.0383346
1722,170746087.31295
1112,241026035.7482793
1623,200873530.28780738
1201,208311813.8593584
1513,150498292.94529885
957,1515903141.0437658
1171,182609254.4604761
1145,194137419.8504313
2726,299013278.5654883
703,137712375.9624888
760,134744021.4246997
1964,156138331.58703
2512,144492168.60033104
159,162465462.62169525
1281,187826378.38025558
468,200002360.924014
290,144114707.14761072
665,154374732.93766782
1463,244184695.65323642
1792,212869305.00366205
923,222375802.87809694
500,244900402.71284723
1408,272529342.8061133
331,86913247.07855023
170,173324340.5040743
2192,138468635.0270571
2571,381605682.95433307
2314,205966681.7190469
2647,122758697.46817532
422,320885157.9338431
2457,331982303.3325822
1838,155235959.02694878
2805,246956754.70898488
1645,193614640.68109655
1711,255113478.75643215
2825,243128459.2581017
322,266256615.99369588
2103,214758314.0461099
342,180644858.2546605
600,150398044.14381787
488,197087050.73708257
1725,216926134.4247505
2246,197771565.10133052
2847,184742101.6671762
806,228796225.93569404
530,219862094.41019735
963,215732207.26048815
2678,141838545.90474302
171,157634730.46070406
2401,353552109.84271234
805,224467679.9361351
2259,283809481.78504497
1748,178691671.20219314
1361,193546641.8821896
1677,121478465.95549999
1406,179352191.26325256
2322,295792319.97477114
688,188774301.4594494
143,189275541.92197505
804,203423200.52755427
1214,189490862.42363724
2828,121507234.16850583
1999,230282569.88284013
2467,175326429.251677
2665,176747269.49958417
1538,318320226.36500984
398,144868499.05790102
2822,220253999.00578076
2157,121687051.12112844
1856,239680218.20093447
1269,127275023.7214778
2570,167713536.94181502
2320,206282487.6578934
1517,197190441.8133983
2304,166137462.4249484
1312,144383917.81086683
2012,146830676.9860142
506,339492694.12974346
2865,276715267.2015606
2367,102125156.27777848
554,142567233.4201323
238,182028193.8626145
1954,148218315.5564734
2488,168796930.0496186
2291,105631307.76091388
1969,118052022.39266601
2725,224336689.66009736
1482,123538800.71121623
2763,183503749.68445945
503,228656058.12355548
1584,216394232.38373834
1531,188524358.2943415
2210,199721794.5063432
459,226621104.71221855
556,152330799.28187722
1347,192694545.05523172
1290,106155435.52883418
1388,160181801.20351213
1571,1176342748.3666892
2754,164239311.19423136
765,191787686.42213035
2494,188408499.01525068
2870,277816856.7966643
7,169161021.86020288
1114,240580990.6019236
2418,247444411.11211106
291,214640329.1032378
18,256911531.58054212
39,258448117.46359584
1001,200270712.34849173
2442,222674197.09352845
616,153124798.6948544
2680,107535696.94639921
1414,174313544.97876036
289,174825968.18306115
40,227171678.87951845
860,148115139.62748873
409,141352514.6470871
673,181648590.66145286
2427,130404287.8101507
2036,217478368.75213504
2564,190140509.13639522
642,228390137.10644186
1008,228790905.78471434
1908,220713281.46251154
2519,150608894.38218838
1369,140124431.11337316
2855,187657535.5740118
712,136493177.47546047
1943,215190912.40254188
1958,182030353.30525932
107,120988149.54281984
2295,360950171.75716454
704,185364376.8019752
676,188303117.20049116
259,196040641.52835804
93,259925648.44110912
106,201760445.6399411
2315,198594147.25563225
1050,155390231.92652327
1095,227424161.2336099
2709,182443024.2663417
758,189720177.87620866
1496,162964262.35654825
2370,118179989.17809011
2458,227558386.1910672
2733,182902965.35999733
161,276278653.3009067
726,186590050.48514286
845,198002644.5027204
947,229916494.07499886
2232,176043060.14064664
2563,187067413.18442246
2299,318908516.4997355
211,174653668.80538684
605,230283940.31993848
1478,189130066.66272268
2247,192768993.87147194
2274,371885868.7446543
2869,236911447.02809048
967,213650776.75370213
2656,151099160.64060083
667,252805099.1978673
